100.0,0
101.5,0
103.0,0
104.5,0
106.0,0
107.5,0
109.0,0
110.5,0
112.0,0
113.5,0
115.0,0
116.5,0
118.0,0
119.5,0
121.0,0
122.5,0
124.0,0
125.5,0
127.0,0
128.5,0
130.0,0
131.5,0
133.0,0
134.5,0
136.0,0
137.5,0
139.0,0
140.5,0
142.0,0
143.5,0
145.0,0
146.5,0
148.0,0
149.5,0
151.0,0
152.5,0
154.0,0
155.5,0
157.0,0
158.5,0
160.0,0
161.5,0
163.0,0
164.5,0
166.0,0
167.5,0
169.0,0
170.5,0
172.0,0
173.5,0
175.0,0
176.5,0
178.0,0
179.5,0
181.0,0
182.5,0
184.0,0
185.5,0
187.0,0
188.5,0
190.0,0
191.5,0
193.0,0
194.5,0
196.0,0
197.5,0
199.0,0
200.5,0
202.0,0
203.5,0
205.0,0
206.5,0
208.0,0
209.5,0
211.0,0
212.5,0
214.0,0
215.5,0
217.0,0
218.5,0
220.0,0
221.5,0
223.0,0
224.5,0
226.0,0
227.5,0
229.0,0
230.5,0
232.0,0
233.5,0
235.0,0
236.5,0
238.0,0
239.5,0
241.0,0
242.5,0
244.0,0
245.5,0
247.0,0
248.5,0
250.0,0
251.5,0
253.0,0
254.5,0
256.0,0
257.5,0
259.0,0
260.5,0
262.0,0
263.5,0
265.0,0
266.5,0
268.0,0
269.5,0
271.0,0
272.5,0
274.0,0
275.5,0
277.0,0
278.5,0
280.0,0
281.5,0
283.0,0
284.5,0
286.0,0
287.5,0
289.0,0
290.5,0
292.0,0
293.5,0
295.0,0
296.5,0
298.0,0
299.5,0
301.0,0
302.5,0
304.0,0
305.5,0
307.0,0
308.5,0
310.0,0
311.5,0
313.0,0
314.5,0
316.0,0
317.5,0
319.0,0
320.5,0
322.0,0
323.5,0
325.0,0
326.5,0
328.0,0
329.5,0
331.0,0
332.5,0
334.0,0
335.5,0
337.0,0
338.5,0
340.0,0
341.5,0
343.0,0
344.5,0
346.0,0
347.5,0
349.0,0
350.5,0
352.0,0
353.5,0
355.0,0
356.5,0
358.0,0
359.5,0
361.0,0
362.5,0
364.0,0
365.5,0
367.0,0
368.5,0
370.0,0
371.5,0
373.0,0
374.5,0
376.0,0
377.5,0
379.0,0
380.5,0
382.0,0
383.5,0
385.0,0
386.5,0
388.0,0
389.5,0
391.0,0
392.5,0
394.0,0
395.5,0
397.0,0
398.5,0
400.0,0
401.5,0
403.0,0
404.5,0
406.0,0
407.5,0
409.0,0
410.5,0
412.0,0
413.5,0
415.0,0
416.5,0
418.0,0
419.5,0
421.0,0
422.5,0
424.0,0
425.5,0
427.0,0
428.5,0
430.0,0
431.5,0
433.0,0
434.5,0
436.0,0
437.5,0
439.0,0
440.5,0
442.0,0
443.5,0
445.0,0
446.5,0
448.0,0
449.5,0
451.0,0
452.5,0
454.0,0
455.5,0
457.0,0
458.5,0
460.0,0
461.5,0
463.0,0
464.5,0
466.0,0
467.5,0
469.0,0
470.5,0
472.0,0
473.5,0
475.0,0
476.5,0
478.0,0
479.5,0
481.0,0
482.5,0
484.0,0
485.5,0
487.0,0
488.5,0
490.0,0
491.5,0
493.0,0
494.5,0
496.0,0
497.5,0
499.0,0
500.5,0
502.0,0
503.5,0
505.0,0
506.5,0
508.0,0
509.5,0
511.0,0
512.5,0
514.0,0
515.5,0
517.0,0
518.5,0
520.0,0
521.5,0
523.0,0
524.5,0
526.0,0
527.5,0
529.0,0
530.5,0
532.0,0
533.5,0
535.0,0
536.5,0
538.0,0
539.5,0
541.0,0
542.5,0
544.0,0
545.5,0
547.0,0
548.5,0
550.0,0
551.5,0
553.0,0
554.5,0
556.0,0
557.5,0
559.0,0
560.5,0
562.0,0
563.5,0
565.0,0
566.5,0
568.0,0
569.5,0
571.0,0
572.5,0
574.0,0
575.5,0
577.0,0
578.5,0
580.0,0
581.5,0
583.0,0
584.5,0
586.0,0
587.5,0
589.0,0
590.5,0
592.0,0
593.5,0
595.0,0
596.5,0
598.0,0
599.5,0
601.0,0
602.5,0
604.0,0
605.5,0
607.0,0
608.5,0
610.0,0
611.5,0
